id_vente,produit_id,date,pays,canal,quantité,remise
17364,832,2024-12-22,France,Mobile app,4,29.34
17365,477,2024-06-25,Belgique,Site web,2,1.67
17366,87,2024-11-09,Belgique,Email,3,12.0
17367,210,2024-06-30,Espagne,Site web,3,27.41
17368,462,2024-12-21,Allemagne,Site web,4,14.02
17369,81,2025-04-05,France,Site web,3,26.14
17370,322,2025-06-01,Belgique,Mobile app,2,0.53
17371,415,2024-07-18,Espagne,Réseaux sociaux,1,15.13
17372,851,2024-12-16,Italie,Email,2,27.67
17373,992,2024-09-20,France,Réseaux sociaux,4,7.84
17374,190,2025-01-12,Allemagne,Réseaux sociaux,2,27.89
17375,950,2024-07-20,Espagne,Mobile app,3,0.25
17376,860,2024-07-17,Allemagne,Mobile app,3,2.37
17377,233,2024-09-18,France,Mobile app,2,14.3
17378,392,2025-03-23,Espagne,Site web,4,3.19
17379,938,2025-05-03,Belgique,Mobile app,4,6.77
17380,169,2025-03-19,Allemagne,Mobile app,1,8.93
17381,443,2025-02-15,Italie,Mobile app,2,14.44
17382,763,2025-06-08,Italie,Mobile app,1,11.72
17383,168,2024-07-21,Allemagne,Réseaux sociaux,3,27.66
17384,231,2024-12-08,France,Réseaux sociaux,2,26.58
17385,150,2024-11-09,France,Mobile app,1,22.44
17386,664,2025-04-01,France,Réseaux sociaux,2,19.78
17387,550,2024-10-24,Italie,Mobile app,2,6.13
17388,386,2024-09-16,Italie,Email,3,18.05
17389,381,2025-02-04,Belgique,Site web,1,4.41
17390,809,2024-12-14,France,Mobile app,1,13.58
17391,275,2024-06-28,Italie,Réseaux sociaux,1,13.85
17392,617,2024-10-18,Italie,Site web,1,20.69
17393,898,2024-10-13,France,Réseaux sociaux,1,25.05
17394,860,2025-01-15,France,Email,3,9.62
17395,864,2025-04-12,Italie,Email,2,1.24
17396,62,2025-03-15,Allemagne,Site web,3,1.41
17397,467,2025-05-12,Italie,Email,2,26.24
17398,528,2024-12-07,Belgique,Mobile app,1,14.59
17399,862,2024-09-07,Espagne,Email,3,7.44
17400,150,2025-02-08,France,Réseaux sociaux,4,0.97
17401,142,2024-11-21,Belgique,Mobile app,2,15.86
17402,116,2024-07-21,Allemagne,Réseaux sociaux,2,4.11
17403,824,2024-06-18,Espagne,Site web,2,12.51
17404,65,2025-03-07,Italie,Site web,1,15.48
17405,429,2024-08-03,France,Site web,3,6.88
17406,310,2025-01-31,Italie,Réseaux sociaux,2,5.97
17407,706,2025-05-16,Belgique,Réseaux sociaux,1,0.59
17408,854,2025-03-04,France,Site web,3,17.57
17409,430,2025-04-14,Italie,Réseaux sociaux,4,6.01
17410,161,2024-06-25,France,Site web,2,26.35
17411,975,2025-06-13,Belgique,Site web,1,18.11
17412,306,2024-12-28,Italie,Réseaux sociaux,2,16.69
17413,361,2024-12-04,Espagne,Mobile app,1,15.14
17414,278,2024-07-11,Allemagne,Site web,4,6.46
17415,296,2024-12-26,Italie,Email,3,29.08
17416,551,2024-08-24,France,Mobile app,2,29.01
17417,873,2024-12-11,Italie,Mobile app,4,9.64
17418,169,2024-09-29,France,Mobile app,4,23.29
17419,459,2025-03-12,Belgique,Mobile app,4,3.58
17420,580,2025-01-20,Allemagne,Site web,1,23.42
17421,7,2024-11-12,France,Site web,1,8.59
17422,597,2025-04-22,Italie,Site web,1,8.67
17423,711,2025-06-09,Belgique,Email,3,15.22
17424,132,2025-01-09,Espagne,Site web,4,11.77
17425,588,2025-02-23,Italie,Site web,1,3.53
17426,762,2025-03-23,Allemagne,Email,2,17.79
17427,347,2024-07-03,Belgique,Site web,3,6.42
17428,955,2024-09-21,Italie,Réseaux sociaux,2,13.33
17429,721,2025-01-28,France,Réseaux sociaux,1,6.93
17430,596,2024-07-30,France,Site web,4,25.73
17431,735,2025-03-13,France,Mobile app,1,10.14
17432,253,2025-01-01,Italie,Site web,2,26.62
17433,410,2024-12-22,Allemagne,Email,2,9.78
17434,543,2024-08-21,France,Mobile app,3,5.38
17435,355,2025-05-31,Italie,Email,1,17.3
17436,713,2024-12-07,Italie,Réseaux sociaux,4,16.65
17437,965,2024-10-06,Allemagne,Email,3,18.57
17438,564,2025-05-12,Belgique,Site web,1,9.06
17439,368,2024-08-17,Belgique,Réseaux sociaux,4,9.6
17440,584,2024-06-30,Italie,Mobile app,2,7.12
17441,511,2024-10-05,Belgique,Site web,4,27.85
17442,533,2025-02-03,Espagne,Réseaux sociaux,3,20.49
17443,528,2024-10-21,Allemagne,Mobile app,1,22.69
17444,947,2024-11-27,Italie,Réseaux sociaux,2,5.82
17445,528,2024-07-27,Belgique,Mobile app,3,19.85
17446,402,2025-03-08,Belgique,Mobile app,3,22.88
17447,175,2024-08-14,Allemagne,Email,3,10.27
17448,824,2025-05-06,France,Site web,2,4.73
17449,924,2024-07-14,Belgique,Mobile app,3,20.91
17450,850,2024-08-31,Allemagne,Mobile app,1,18.33
17451,78,2024-12-19,France,Email,2,17.27
17452,440,2024-12-20,Italie,Mobile app,3,5.48
17453,752,2024-09-19,France,Mobile app,2,7.87
17454,549,2024-06-17,Belgique,Réseaux sociaux,1,18.75
17455,232,2024-11-12,Italie,Site web,3,18.41
17456,400,2025-04-12,Italie,Email,2,16.64
17457,213,2025-03-31,France,Email,2,23.04
17458,193,2025-04-24,Italie,Mobile app,4,24.44
17459,572,2025-02-23,France,Mobile app,1,8.3
17460,701,2025-06-01,France,Email,1,4.73
17461,267,2024-08-22,France,Mobile app,4,6.04
17462,126,2025-04-10,Allemagne,Mobile app,2,8.44
17463,715,2024-11-08,Belgique,Réseaux sociaux,3,28.43
17464,834,2024-07-02,Italie,Email,3,4.11
17465,382,2024-10-10,Espagne,Mobile app,2,26.36
17466,544,2024-08-24,Belgique,Site web,1,6.1
17467,502,2024-09-09,Espagne,Mobile app,4,10.45
17468,403,2024-10-25,France,Réseaux sociaux,3,3.78
17469,824,2025-05-17,Italie,Réseaux sociaux,3,3.1
17470,261,2025-03-07,Belgique,Email,1,2.85
17471,387,2025-01-27,Espagne,Réseaux sociaux,1,10.28
17472,412,2025-05-09,Espagne,Réseaux sociaux,1,15.71
17473,346,2024-12-23,Espagne,Site web,4,6.02
17474,983,2024-09-11,Belgique,Réseaux sociaux,2,27.98
17475,94,2025-03-19,Allemagne,Mobile app,4,17.59
17476,328,2024-12-04,France,Réseaux sociaux,2,26.55
17477,100,2025-04-24,Italie,Site web,4,4.46
17478,797,2025-03-14,Espagne,Email,2,4.3
17479,461,2025-06-04,Belgique,Site web,1,25.4
17480,315,2024-07-30,Espagne,Mobile app,2,17.04
17481,25,2024-07-24,Belgique,Mobile app,1,28.16
17482,918,2024-08-17,Allemagne,Email,4,4.41
17483,494,2024-08-08,Espagne,Site web,2,0.78
17484,353,2024-08-05,Espagne,Site web,2,27.5
17485,869,2025-03-29,Italie,Email,3,20.97
17486,117,2025-02-05,Belgique,Email,1,24.22
17487,199,2025-01-19,Belgique,Email,3,8.88
17488,279,2024-06-24,Allemagne,Email,4,0.09
17489,582,2024-12-02,Espagne,Mobile app,4,14.49
17490,847,2024-12-24,Italie,Mobile app,1,29.7
17491,79,2024-11-04,France,Email,4,27.23
17492,424,2025-04-19,Italie,Réseaux sociaux,4,2.16
17493,354,2025-03-13,Italie,Email,2,5.63
17494,526,2024-11-28,Italie,Réseaux sociaux,2,9.34
17495,541,2024-06-22,Italie,Réseaux sociaux,2,24.91
17496,656,2025-03-17,Espagne,Site web,1,24.74
17497,477,2025-01-04,Italie,Réseaux sociaux,1,5.55
17498,855,2025-05-29,Belgique,Réseaux sociaux,2,15.99
17499,10,2025-03-11,Belgique,Réseaux sociaux,4,15.05
17500,559,2024-11-05,Italie,Mobile app,3,12.43
17501,503,2025-02-16,Belgique,Site web,2,16.08
17502,260,2025-01-12,Espagne,Site web,2,8.78
17503,524,2024-07-26,France,Réseaux sociaux,4,15.95
17504,810,2024-11-24,Italie,Mobile app,4,20.57
17505,738,2024-12-15,Belgique,Email,2,1.88
17506,772,2024-06-28,Belgique,Mobile app,2,29.02
17507,596,2024-10-01,Espagne,Site web,3,4.96
17508,860,2024-12-01,Espagne,Réseaux sociaux,3,10.81
17509,860,2025-01-17,France,Mobile app,4,14.12
17510,6,2025-03-14,Allemagne,Réseaux sociaux,3,1.23
17511,910,2024-11-25,Allemagne,Email,4,16.45
17512,759,2024-07-10,Allemagne,Mobile app,1,26.1
17513,35,2024-07-10,France,Email,2,27.03
17514,175,2024-07-18,Italie,Email,1,9.79
17515,442,2024-09-25,Allemagne,Site web,2,16.76
17516,577,2025-05-21,Allemagne,Site web,3,23.3
17517,147,2025-02-28,Belgique,Réseaux sociaux,2,7.59
17518,569,2024-10-31,Belgique,Email,4,15.85
17519,193,2024-12-16,Italie,Email,4,11.0
17520,13,2024-11-17,Espagne,Site web,3,11.35
17521,904,2024-12-28,France,Email,4,2.82
17522,530,2025-06-07,Allemagne,Mobile app,2,12.21
17523,246,2024-09-17,France,Email,2,4.83
17524,675,2025-06-02,Belgique,Email,3,9.04
17525,855,2025-06-10,France,Site web,2,9.91
17526,114,2025-05-21,Belgique,Site web,3,12.92
17527,794,2024-08-07,France,Réseaux sociaux,3,27.51
17528,233,2024-07-31,Belgique,Site web,4,18.93
17529,678,2024-06-24,France,Mobile app,4,29.23
17530,980,2024-08-16,Allemagne,Email,2,17.72
17531,322,2024-07-18,Allemagne,Réseaux sociaux,4,24.16
17532,538,2025-01-22,Italie,Email,3,25.02
17533,126,2024-08-26,France,Site web,1,22.17
17534,313,2025-02-28,Espagne,Email,4,20.1
17535,511,2024-08-30,Italie,Email,4,12.54
17536,484,2024-12-05,France,Mobile app,1,17.02
17537,281,2025-02-26,Espagne,Email,2,5.81
17538,798,2025-01-13,Allemagne,Mobile app,3,18.55
17539,978,2024-11-06,Allemagne,Email,1,15.43
17540,903,2025-01-17,Allemagne,Site web,1,24.13
17541,283,2024-09-25,Espagne,Réseaux sociaux,3,27.08
17542,651,2024-12-17,Belgique,Site web,1,3.98
17543,613,2024-07-10,France,Réseaux sociaux,1,20.73
17544,392,2025-04-17,Italie,Email,4,28.5
17545,523,2025-02-24,Italie,Site web,2,27.54
17546,382,2024-08-26,Allemagne,Mobile app,2,25.03
17547,216,2025-01-27,Belgique,Site web,4,1.45
17548,542,2024-11-22,France,Mobile app,4,7.57
17549,606,2024-07-29,France,Email,3,4.45
17550,116,2025-01-18,Italie,Email,3,27.81
17551,509,2024-06-30,Italie,Réseaux sociaux,1,22.47
17552,500,2024-09-13,Italie,Site web,2,15.95
17553,271,2024-09-01,France,Email,3,29.38
17554,440,2024-08-11,Italie,Réseaux sociaux,1,5.84
17555,291,2024-10-09,France,Réseaux sociaux,2,19.25
17556,39,2024-08-05,Allemagne,Email,3,18.28
17557,24,2025-03-31,Belgique,Mobile app,2,10.21
17558,776,2025-03-14,Italie,Mobile app,1,14.56
17559,43,2024-11-13,France,Réseaux sociaux,4,7.06
17560,170,2024-06-19,Allemagne,Email,1,20.31
17561,340,2024-11-06,Espagne,Site web,4,12.55
17562,169,2024-07-08,Allemagne,Site web,4,0.71
17563,815,2024-12-30,Belgique,Réseaux sociaux,1,28.52
17564,538,2025-04-17,Allemagne,Site web,4,15.04
17565,692,2024-06-19,Italie,Email,2,21.17
17566,472,2024-07-28,Italie,Site web,3,5.91
17567,662,2025-01-04,Espagne,Site web,3,3.82
17568,645,2025-02-28,France,Email,1,27.07
17569,143,2024-09-26,Allemagne,Mobile app,1,17.73
17570,676,2025-01-28,Espagne,Mobile app,1,14.8
17571,101,2025-01-07,Italie,Réseaux sociaux,1,15.63
17572,575,2024-06-18,France,Email,2,7.09
17573,605,2024-10-10,France,Mobile app,1,27.38
17574,719,2025-05-22,Belgique,Site web,1,6.43
17575,475,2025-04-26,Italie,Réseaux sociaux,3,4.74
17576,945,2024-08-07,France,Email,2,27.9
17577,311,2024-10-17,Belgique,Email,1,7.73
17578,584,2025-06-07,Belgique,Réseaux sociaux,2,25.87
17579,60,2024-09-17,Italie,Mobile app,1,23.18
17580,953,2025-05-15,France,Réseaux sociaux,2,11.46
17581,29,2024-12-18,France,Réseaux sociaux,1,7.62
17582,531,2025-04-22,Allemagne,Email,1,22.77
17583,991,2024-09-05,France,Email,2,17.93
17584,73,2024-08-27,Belgique,Site web,1,7.62
17585,394,2025-02-27,Espagne,Réseaux sociaux,1,26.73
17586,869,2024-12-16,Italie,Email,2,21.63
17587,394,2024-12-17,Espagne,Email,3,27.28
17588,758,2024-12-17,France,Email,4,13.12
17589,481,2024-09-06,Belgique,Email,3,3.85
17590,473,2024-07-23,Espagne,Réseaux sociaux,1,27.72
17591,313,2024-08-20,Italie,Réseaux sociaux,2,18.04
17592,438,2024-11-12,Allemagne,Mobile app,3,18.18
17593,952,2025-01-15,Espagne,Réseaux sociaux,2,17.53
17594,324,2025-02-15,Allemagne,Email,3,14.17
17595,965,2025-02-13,France,Site web,4,7.65
17596,87,2025-01-11,France,Réseaux sociaux,1,18.39
17597,359,2025-05-14,Italie,Mobile app,2,21.56
17598,695,2025-04-23,Allemagne,Réseaux sociaux,1,27.5
17599,197,2024-07-12,Allemagne,Email,1,2.16
17600,756,2024-08-10,Italie,Mobile app,4,7.64
17601,840,2025-03-01,Espagne,Email,4,23.3
17602,977,2024-08-03,Italie,Email,1,23.25
17603,385,2025-05-14,France,Réseaux sociaux,2,6.36
17604,118,2024-12-30,Allemagne,Réseaux sociaux,4,5.54
17605,498,2024-08-10,Belgique,Mobile app,4,11.01
17606,908,2025-05-15,Belgique,Mobile app,4,1.89
17607,931,2025-04-06,France,Mobile app,3,21.91
17608,884,2024-07-11,Allemagne,Mobile app,4,20.09
17609,462,2024-12-17,Allemagne,Site web,1,25.76
17610,496,2024-12-31,Italie,Mobile app,2,12.9
17611,594,2024-07-13,Espagne,Réseaux sociaux,3,19.1
17612,970,2025-01-20,Italie,Site web,4,28.62
17613,247,2024-08-17,Belgique,Email,1,28.76
17614,975,2024-09-18,Allemagne,Email,3,2.13
17615,234,2025-02-13,Espagne,Mobile app,3,0.06
17616,417,2025-04-03,Italie,Email,2,28.8
17617,467,2024-11-22,Espagne,Site web,4,16.06
17618,482,2025-05-07,Belgique,Réseaux sociaux,2,21.01
17619,365,2025-02-12,Espagne,Réseaux sociaux,2,27.38
17620,153,2024-11-02,Allemagne,Site web,3,12.99
17621,272,2025-06-14,Espagne,Mobile app,4,13.22
17622,392,2024-09-10,Espagne,Mobile app,3,5.01
17623,547,2025-05-02,Italie,Mobile app,2,27.17
17624,725,2024-09-24,Espagne,Site web,3,19.43
17625,723,2024-11-19,Espagne,Mobile app,3,5.41
17626,430,2024-07-08,Belgique,Réseaux sociaux,3,16.79
17627,651,2025-04-03,Espagne,Site web,2,9.84
17628,189,2024-11-29,Italie,Site web,1,4.42
17629,812,2024-07-01,Italie,Email,1,5.46
17630,907,2025-05-19,Allemagne,Email,2,16.78
17631,252,2024-10-17,Belgique,Mobile app,4,16.93
17632,395,2025-04-14,France,Mobile app,3,23.7
17633,662,2024-11-15,Allemagne,Réseaux sociaux,2,7.44
17634,853,2024-06-25,Espagne,Mobile app,1,27.48
17635,219,2024-08-28,Belgique,Réseaux sociaux,2,15.56
17636,594,2025-03-02,Allemagne,Mobile app,1,6.13
17637,190,2025-03-24,Italie,Réseaux sociaux,4,12.4
17638,234,2025-06-11,Belgique,Site web,1,27.7
17639,688,2024-11-07,Belgique,Réseaux sociaux,4,14.34
17640,232,2024-11-13,Espagne,Mobile app,4,26.24
17641,358,2024-12-06,Belgique,Email,4,4.79
17642,478,2025-02-05,Belgique,Mobile app,2,27.42
17643,575,2025-05-05,France,Site web,2,12.92
17644,947,2025-05-17,Espagne,Email,4,28.08
17645,429,2024-09-10,Belgique,Réseaux sociaux,1,25.98
17646,237,2025-04-01,Belgique,Email,3,19.8
17647,33,2025-06-02,France,Mobile app,3,20.19
17648,213,2024-08-03,France,Email,1,6.35
17649,572,2024-12-18,Italie,Email,3,18.08
17650,379,2025-02-08,Espagne,Mobile app,1,16.48
17651,2,2025-04-17,France,Mobile app,1,10.02
17652,909,2024-12-29,Belgique,Site web,4,15.17
17653,450,2025-05-26,France,Email,1,27.87
17654,569,2024-11-19,Allemagne,Réseaux sociaux,2,0.16
17655,427,2025-02-20,Italie,Mobile app,2,12.51
17656,813,2025-05-19,Italie,Email,2,10.01
17657,799,2025-04-04,Espagne,Mobile app,1,28.84
17658,650,2025-02-16,Italie,Site web,2,29.22
17659,279,2024-08-15,Espagne,Mobile app,4,17.57
17660,214,2024-09-16,Allemagne,Mobile app,4,16.5
17661,751,2025-02-02,Belgique,Site web,3,27.1
17662,285,2025-01-03,Allemagne,Mobile app,3,0.2
17663,993,2024-10-04,Espagne,Site web,4,16.87
17664,543,2024-12-25,Espagne,Email,2,0.74
17665,718,2025-04-11,Espagne,Email,4,29.04
17666,970,2024-07-14,Belgique,Email,2,9.6
17667,274,2024-11-30,Espagne,Réseaux sociaux,1,15.62
17668,11,2025-02-02,Allemagne,Mobile app,2,12.53
17669,871,2024-06-27,Belgique,Site web,2,26.81
17670,47,2024-11-24,Allemagne,Mobile app,2,29.99
17671,515,2024-07-10,Belgique,Réseaux sociaux,1,2.05
17672,642,2025-01-19,Espagne,Mobile app,4,21.96
17673,438,2024-07-17,Belgique,Réseaux sociaux,3,11.04
17674,584,2025-03-15,France,Mobile app,1,4.17
17675,671,2025-05-27,Allemagne,Réseaux sociaux,2,12.16
17676,904,2025-04-12,France,Site web,2,29.94
17677,427,2024-08-10,France,Mobile app,3,10.73
17678,432,2025-04-11,Espagne,Mobile app,2,8.32
17679,130,2025-02-19,Espagne,Site web,4,25.39
17680,22,2024-06-30,France,Site web,1,26.04
17681,892,2024-11-05,Belgique,Email,1,10.17
17682,389,2024-09-30,Espagne,Réseaux sociaux,1,8.96
17683,135,2024-11-14,Allemagne,Site web,1,19.42
17684,532,2024-10-02,France,Email,4,6.16
17685,220,2024-12-12,Allemagne,Réseaux sociaux,4,14.51
17686,333,2025-02-22,Allemagne,Email,2,4.24
17687,130,2025-04-24,Allemagne,Mobile app,1,9.14
17688,32,2025-06-06,France,Réseaux sociaux,2,8.92
17689,602,2024-10-25,Italie,Mobile app,1,20.85
17690,771,2024-10-10,Espagne,Mobile app,4,8.47
17691,425,2025-05-05,Allemagne,Mobile app,3,26.95
17692,298,2025-01-08,France,Mobile app,3,29.49
17693,504,2025-02-05,Italie,Mobile app,1,2.43
17694,845,2024-10-20,France,Mobile app,4,11.93
17695,761,2025-06-07,Espagne,Email,3,9.06
17696,981,2024-10-12,France,Email,3,10.56
17697,685,2025-05-13,Belgique,Réseaux sociaux,3,7.96
17698,357,2024-12-14,Belgique,Réseaux sociaux,4,11.48
17699,983,2024-12-30,Allemagne,Réseaux sociaux,3,4.24
17700,455,2024-12-21,France,Mobile app,2,8.39
17701,401,2024-11-11,France,Mobile app,1,22.43
17702,988,2025-04-05,Allemagne,Email,3,10.32
17703,896,2025-05-19,Allemagne,Email,4,6.24
17704,559,2025-05-07,Italie,Réseaux sociaux,2,3.25
17705,990,2025-03-09,France,Site web,3,10.44
17706,709,2025-01-29,Espagne,Site web,2,19.3
17707,920,2025-03-12,Espagne,Mobile app,4,7.6
17708,455,2025-01-18,Espagne,Mobile app,1,12.67
17709,891,2025-06-08,Allemagne,Mobile app,2,28.57
17710,34,2025-03-06,Allemagne,Email,1,16.57
17711,766,2025-02-05,Allemagne,Mobile app,4,15.96
17712,248,2025-02-02,Espagne,Mobile app,2,12.3
17713,946,2025-02-26,Italie,Mobile app,4,16.71
17714,42,2025-04-16,Belgique,Site web,2,29.54
17715,801,2025-01-23,France,Site web,4,7.61
17716,123,2024-08-07,Belgique,Réseaux sociaux,4,28.26
17717,27,2024-12-14,France,Mobile app,3,4.47
17718,462,2024-10-23,Allemagne,Email,3,3.33
17719,571,2024-07-20,Espagne,Site web,4,19.64
17720,147,2025-03-10,Belgique,Réseaux sociaux,2,7.54
17721,496,2024-12-22,Allemagne,Mobile app,2,13.33
17722,627,2024-10-25,France,Site web,2,21.89
17723,486,2025-01-07,Belgique,Email,4,16.05
17724,460,2025-01-01,Belgique,Email,1,0.41
17725,899,2025-02-09,Belgique,Email,2,9.18
17726,711,2025-02-15,Belgique,Email,1,1.94
17727,128,2024-07-09,Belgique,Mobile app,1,27.78
17728,376,2024-09-20,Allemagne,Réseaux sociaux,4,23.84
17729,995,2025-02-14,France,Réseaux sociaux,1,29.52
17730,665,2024-09-27,France,Email,1,26.55
17731,881,2025-06-12,Italie,Mobile app,1,14.26
17732,783,2024-09-28,Espagne,Réseaux sociaux,1,26.48
17733,851,2025-05-20,Belgique,Réseaux sociaux,4,20.17
17734,956,2024-10-05,France,Réseaux sociaux,4,15.74
17735,83,2025-01-31,Espagne,Email,1,11.12
17736,535,2024-12-31,Espagne,Mobile app,4,20.43
17737,523,2024-09-11,Allemagne,Email,2,17.7
17738,699,2024-10-14,Belgique,Mobile app,1,18.43
17739,981,2025-06-09,Italie,Site web,2,11.99
17740,628,2025-06-01,Espagne,Mobile app,2,22.18
17741,674,2024-10-18,Allemagne,Mobile app,1,2.44
17742,103,2025-06-02,Belgique,Email,2,21.78
17743,755,2024-09-15,France,Email,4,21.92
17744,519,2025-01-20,Italie,Site web,2,15.48
17745,362,2024-08-28,Belgique,Email,1,7.9
17746,684,2024-10-28,Allemagne,Mobile app,2,15.58
17747,256,2024-10-11,Allemagne,Réseaux sociaux,4,3.69
17748,247,2024-08-28,Allemagne,Email,2,8.55
17749,987,2025-05-01,Allemagne,Réseaux sociaux,4,12.64
17750,192,2024-10-23,Allemagne,Réseaux sociaux,3,20.2
17751,626,2025-01-02,Italie,Réseaux sociaux,3,5.62
17752,535,2025-03-04,Espagne,Email,1,4.75
17753,870,2024-11-21,Espagne,Mobile app,1,18.23
17754,314,2024-10-01,France,Réseaux sociaux,1,20.39
17755,276,2024-09-25,Espagne,Site web,1,2.51
17756,923,2025-02-02,Allemagne,Email,1,0.99
17757,373,2024-11-26,Espagne,Réseaux sociaux,4,4.41
17758,444,2025-03-02,Espagne,Réseaux sociaux,3,27.03
17759,648,2025-02-25,Allemagne,Email,3,20.18
17760,869,2024-08-27,Italie,Mobile app,2,27.63
17761,195,2025-04-09,Allemagne,Site web,3,19.94
17762,258,2025-02-08,Espagne,Réseaux sociaux,1,28.96
17763,790,2025-05-26,Espagne,Site web,4,13.17
17764,582,2025-04-16,France,Email,4,17.97
17765,871,2024-08-08,Allemagne,Mobile app,4,18.04
17766,360,2025-04-22,France,Email,3,0.09
17767,548,2025-04-10,France,Mobile app,2,0.82
17768,108,2025-03-09,Belgique,Réseaux sociaux,1,4.36
17769,24,2024-10-07,France,Réseaux sociaux,4,15.33
17770,652,2024-08-27,Espagne,Réseaux sociaux,4,12.92
17771,465,2025-03-08,Espagne,Mobile app,1,16.19
17772,22,2025-03-08,Belgique,Email,2,24.01
17773,502,2024-11-02,Belgique,Réseaux sociaux,3,24.67
17774,851,2025-03-18,Allemagne,Mobile app,2,29.31
17775,841,2025-01-11,Belgique,Réseaux sociaux,1,16.73
17776,716,2025-01-15,Italie,Email,1,10.42
17777,892,2024-10-17,Espagne,Site web,4,9.24
17778,736,2024-09-02,Espagne,Site web,3,10.22
17779,501,2025-04-20,Belgique,Email,2,9.71
17780,735,2024-12-11,Belgique,Réseaux sociaux,3,11.79
17781,593,2025-01-26,Espagne,Réseaux sociaux,1,2.25
17782,407,2025-01-02,Belgique,Site web,4,19.0
17783,330,2024-08-21,Allemagne,Site web,4,17.04
17784,703,2024-07-30,Belgique,Site web,2,13.86
17785,286,2025-03-23,Belgique,Site web,2,2.43
17786,147,2025-03-22,Allemagne,Mobile app,3,2.8
17787,794,2025-05-21,Allemagne,Email,1,16.35
17788,986,2024-10-06,Allemagne,Réseaux sociaux,2,1.1
17789,384,2025-02-18,Espagne,Réseaux sociaux,3,21.74
17790,11,2024-09-18,Belgique,Email,4,29.81
17791,276,2024-09-02,Allemagne,Réseaux sociaux,1,17.92
17792,886,2025-02-02,Allemagne,Réseaux sociaux,4,21.7
17793,568,2025-04-17,Espagne,Site web,1,13.17
17794,685,2025-02-16,Italie,Réseaux sociaux,1,20.02
17795,964,2025-05-03,Belgique,Email,3,19.55
17796,303,2024-10-24,Italie,Email,4,24.72
17797,204,2024-08-25,Italie,Email,1,21.34
17798,345,2025-05-25,Allemagne,Réseaux sociaux,4,22.47
17799,760,2025-02-21,Espagne,Mobile app,3,16.7
17800,826,2025-04-25,Belgique,Site web,1,14.54
17801,266,2024-12-24,Belgique,Email,3,13.76
17802,22,2024-11-07,Belgique,Mobile app,3,11.76
17803,839,2024-09-18,Italie,Réseaux sociaux,2,7.98
17804,536,2024-11-14,France,Site web,4,1.0
17805,706,2024-12-20,Espagne,Mobile app,3,20.13
17806,96,2025-03-20,France,Réseaux sociaux,2,27.03
17807,981,2024-09-28,Italie,Réseaux sociaux,4,27.91
17808,445,2025-06-12,Allemagne,Mobile app,1,17.42
17809,263,2025-01-21,France,Mobile app,1,2.82
17810,584,2024-12-10,France,Email,3,26.36
17811,755,2025-01-09,Espagne,Site web,1,22.43
17812,383,2024-10-25,Italie,Site web,4,7.54
17813,550,2024-08-10,Espagne,Email,1,24.11
17814,917,2024-09-21,Allemagne,Site web,3,14.16
17815,392,2025-02-05,Belgique,Site web,4,26.63
17816,889,2024-07-12,Italie,Réseaux sociaux,1,7.43
17817,601,2024-09-21,Allemagne,Mobile app,1,24.03
17818,540,2024-08-02,Allemagne,Email,4,21.36
17819,92,2024-11-08,France,Mobile app,4,0.43
17820,566,2025-04-26,Espagne,Site web,1,16.9
17821,159,2025-01-14,France,Site web,2,21.47
17822,884,2024-11-14,France,Email,1,4.69
17823,228,2024-06-16,Belgique,Mobile app,4,15.96
17824,473,2024-07-10,Espagne,Réseaux sociaux,4,9.12
17825,372,2024-08-27,Belgique,Mobile app,3,20.89
17826,376,2025-04-26,Allemagne,Mobile app,3,16.2
17827,553,2025-06-12,Belgique,Email,1,18.64
17828,37,2024-09-21,Allemagne,Réseaux sociaux,3,2.18
17829,637,2025-06-10,France,Mobile app,4,4.13
17830,934,2024-12-24,Belgique,Mobile app,3,16.56
17831,691,2024-12-08,Espagne,Site web,3,5.44
17832,844,2025-06-13,Belgique,Site web,3,14.96
17833,37,2025-01-14,Allemagne,Réseaux sociaux,4,20.7
17834,101,2025-01-27,Italie,Mobile app,1,24.29
17835,543,2025-04-29,Espagne,Mobile app,4,4.29
17836,190,2024-09-30,Allemagne,Site web,3,22.26
17837,512,2024-12-30,Italie,Réseaux sociaux,2,10.9
17838,658,2025-01-21,Espagne,Email,2,20.37
17839,90,2024-11-25,Italie,Site web,4,4.36
17840,6,2024-08-31,France,Mobile app,2,15.46
17841,905,2024-09-26,France,Email,4,25.13
17842,139,2024-07-04,Belgique,Mobile app,1,3.19
17843,95,2024-11-28,Belgique,Mobile app,4,24.83
17844,631,2025-02-13,Belgique,Mobile app,4,13.58
17845,878,2024-12-22,Belgique,Réseaux sociaux,4,24.7
17846,632,2025-02-01,Italie,Email,3,28.75
17847,386,2024-07-26,Espagne,Mobile app,1,4.79
17848,123,2024-12-17,Espagne,Réseaux sociaux,4,20.24
17849,285,2024-12-01,Belgique,Email,3,7.05
17850,366,2024-11-12,France,Site web,3,4.07
17851,889,2024-10-14,Allemagne,Réseaux sociaux,3,18.84
17852,691,2024-07-31,Belgique,Email,3,3.24
17853,490,2024-08-08,Belgique,Mobile app,3,13.96
17854,325,2024-08-24,France,Mobile app,1,19.08
17855,407,2024-08-01,Allemagne,Réseaux sociaux,1,14.99
17856,996,2024-11-02,Italie,Site web,2,20.91
17857,519,2025-04-06,Italie,Réseaux sociaux,1,24.04
17858,896,2025-04-22,Allemagne,Site web,2,26.17
